time,text,image,likes,comments,source
2018-11-19 17:33:37, KH U love fencing with your fency boys #spiffonmytits,,2,5,1
2018-03-20 01:25:02," ugh can we have a support society where we just hype each other up pls ""omg guys i just wrote 100 words of my essay"" ""YASSSSS QUEEN""",,160,50,0
2020-01-08 15:53:41," Any first year anthropology students, what books are you reading / need to read for this year? What key theory do you cover in first year?",,0,5,0
2017-12-14 16:26:55," Ollie, Ollie, Ollie, can't you see? Sometimes your words just hypnotize me And I just love your flashy smile Guess that's why I fantasise about making our future child",,0,9,0
2019-11-25 22:31:42," Just saw a HK protestor’s proposal that the student Union should support their freedom movement. Srsly? Do you think all people would acquiesce and let you distort all the speeches in the name of ‘freedom’? Just some simple facts about this riot which you may verify on fb videos if you want. 1. The protectors/rioters set university… More campuses and streets on fire. (Arson) 2. They killed a dissendent, hitting a 70 year old man with a brick in his head leaving him in ICU braindead. (Murder) 3. They set fire on a dissendent. ( Attemped Murder) 4. They menaced the police’s children who are still in schools. I acknowledge that freedom is an ideal pursuit, BUT #Freedom does not mean setting people on fire# #Freedom does not mean setting schools on fire# People do look on news from both sides and most importantly if you don’t believe either, look at third party You may want to watch Deustche Welle’s interview on their ‘leader’ before making your judgment. #A mainlander who is also, perhaps surprisingly lol, versed in John Stuart Mill, Bentham and John Rawls",,35,28,0
2018-11-23 21:48:00, You're cute. Just text me ffs. Take me outttt,,3,2,1
2018-03-21 11:02:19," I need to buy a dildo for my best friend for their birthday, I started searching on the Internet in the library, but then I realised it's not the best idea with everyone looking....",,0,4,0
2017-11-25 23:11:02, To the blonde guy who works at Gordon's-- you are cute 😊😉,,2,2,0
2017-11-21 20:38:41,"  To the South African - Singaporean doing law, For you I constantly paw. Guys with girlfriends are what you're into, But I can take you places you've never been to. Please make me end this whine, And just come back to mine.",,0,1,0
2020-01-10 12:49:19," Miss neck aches and bruises, someone choke me pls. I'll settle for hickies too.",,2,4,0
2019-12-19 01:33:21, 2nd year IR student here. Can you do two weeks of work experience in April without screwing yourself over come exam season?,,4,1,1
2019-05-14 16:37:32," sheedy boy vs ricardo, who's winning in a scrap? haha react: sheedy love react: ricardo",,4,10,1
2019-12-11 23:52:11, If the conservatives were gonna do something good with this country they would have done it in the last 9 years they've been in power. If they were gonna deliver brexit they would have done it in the last 3 years since the referendum. We've had this election before. Conservatives won and it did nobody any good.,,11,0,0
2019-12-08 16:47:28," If you want to watch someone bang on about how great they are, I highly recommend Angeliculture's videos.",,0,0,1
2017-11-17 23:29:10, To the girl in the teal coat reading Kafka in Gordon Square Park on Friday morning... you are magnificent and I haven't stopped thinking about you since,,1,1,0
2020-01-04 15:04:05," just want a guy who will listen to trippie with me, is that too much to ask for?:'(",,1,1,0
2019-11-07 11:35:25," Happy Zoo, Happy You",https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/73349255_499485140655376_8185021331784335360_n.jpg?_nc_cat=105&_nc_ohc=sLPnztOSExQAX867iUV&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=557750b32f7cb3dc72004206bf40bd6c&oe=5E8FF1AC,47,6,1
2019-09-02 00:11:37, The tories are honestly dumping democracy in the bin,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/69581497_455816078355616_2521786564627922944_o.jpg?_nc_cat=100&_nc_ohc=bdTR_IkLUP8AX-FYTpV&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=22dc548d7c6fa969d1cf4ae99dd7a309&oe=5E977A9D,69,0,1
2017-12-08 22:04:44, Don't be like that,,6,1,0
2019-03-15 08:54:27," Hey guys!! Anyone kind enough to help your fellow student, who’s artistic aspirations resisted the lse corporate vibes? I am organizing an exhibition and am in desperate need of help this Friday! … More Looking for people to help managing the tickets at the door Friday 15th between 17.30 and 23.00 (can do shifts) Please respond below and I’ll message you. Thank you <3",https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/53748245_368021143801777_7878152485490130944_o.jpg?_nc_cat=103&_nc_ohc=g-JQVMHt9r8AX_czvw2&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=52a745f0fe86d7b335f0f760944adc75&oe=5E8EAC3C,2,1,1
2018-09-06 22:43:03, Truth will out,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/41034339_1680891872022370_6114004937924935680_n.jpg?_nc_cat=105&_nc_ohc=_okpRFns4FYAQk12dCXwkstlwUVJSQSuU9Zy1mtUZpfymBjiQ_KxIGrhQ&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=04fc9bd00116bed56f4c674e0360d8f2&oe=5ED893FD,3,0,0
2017-12-14 01:14:07," We met in the ancient Greek lecture, You were sitting next to me, I tried so hard to come up with something smart and interesting, But third declension nouns, and second aorist stems filled up my head. You do not know me more than my name. I bet never in the way as you know Δίκαιοπόλις. It doesn't matter,… More Life is too short for wandering around, And whispering οΐμοι to myself, Rather, Its time to stand up and shout, βάλλ' είς κόρακας.",,1,4,0
2018-09-14 14:16:20," Which hall is more sexually active. Ramsay, Schafer or Campbell House?",,1,2,0
2019-03-19 12:48:22, bioc3 and cell7 are literally like,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/54257603_1938497112928510_485533636062347264_o.jpg?_nc_cat=103&_nc_ohc=WJ9j7O__04sAQkPfIrmuMz1s2hiYIBb8IDt1PoXwrZ0Dq4cukZcwX-XGQ&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=3c656faeaff9664495ebfbfeb4ff77e4&oe=5E9905C3,4,0,0
2020-01-05 04:31:14, Can people on tinder/bumble stop turning out to be 17. I dont want to be a nonce.,,0,1,0
2020-01-07 11:07:19, The girl who works Tuesday evenings at the Three Tuns is really pretty!,,1,0,1
2018-06-19 00:42:58, i swear if i see one more tweet about xxxtentacion’s death and how he will be missed i’m going to lose it. he beat his girlfriend to the point where he almost killed her. i don’t think he deserved to die but i’m sure as hell not going to miss him.,,9,2,0
2020-01-10 12:50:17, Any single brainy tall blond boys?,,0,9,0
2017-12-03 17:43:56," Chicken duck woman thing I miss you and your weirdness, wish we hung out more",,0,0,0
2019-07-16 02:43:13, ty,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/66743834_2122805361164350_8541912807476559872_o.jpg?_nc_cat=111&_nc_ohc=8t_vhUIDkDcAQlNdfz2EDWYtmOsQ2R4s64gEUdd8paaZAwlUMlCNEJAvQ&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=6510aa63f2bdad1c8798572076cc0936&oe=5EADA606,63,13,0
2019-03-15 10:52:00," To the piece of **** that stole a part of my charger wednesday night silent zone 2nd floor - give it back to library reception, I know who you are.",https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/53908273_368020523801839_8791370727140884480_o.jpg?_nc_cat=102&_nc_ohc=M7bo4Uuj0MoAX9pNl-F&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=a4a0bc11dca0443a83a023ee2597fa71&oe=5E9D94BE,17,0,1
2020-01-12 12:52:22, IL- we’ve spoken a couple times at approaching history but not as much as I wish. Are you single?,,0,1,0
2018-12-20 09:00:13," I have got a serious problem Ive been feeling really depressed lately, the reason being that I like this girl but i get to nervous to ask her out on a DATE. i can ask her to hang out. my social anxiety is taking over and I feel like I will never ever be able to ask this girl out and i'm scared that no matter what I try to do I will always be paranoid and end of either messing it all up or not doing it in the first place. PS i feel extremely lonely atm",,0,2,0
2019-08-07 16:11:12, This...,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/67614040_2159756290802590_7423664109993852928_n.jpg?_nc_cat=100&_nc_ohc=p8N4tID-rRkAQnTRkOl2YO91uj0_UmSu7xE9j3T838sUj_6rhperEOi3Q&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=8570221c11fc089b8511a7470d3244fd&oe=5E8E9F15,12,0,0
2020-01-09 08:07:35," Hey does anyone want to practise the splits/stretching with me ? I am quite far off but would love a gym buddy ! I am trying to go once every day/every couple of days at Bloomsbury Fitness :) I’m a girl in final year, comment or like this post and I’ll dm you !! :))",,3,1,0
2020-01-07 10:38:26, UCL debate society needs to do a debate on the (imminent) Iran War,,9,2,0
2019-03-22 01:39:04, More like 2 weeks later,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/53908301_1942080885903466_5517118450738135040_n.jpg?_nc_cat=104&_nc_ohc=ac3DrzF2SDIAQkl8ZoxC09RnUFvNHch-l-N_6hkfj8lMB9mrfiY4NY_uw&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=a3bac595cc306c6a3ce44cd7a3b90f2f&oe=5E98CFE6,109,134,0
2018-09-24 21:44:58," Said my first word at 1, United mad by 7, bored by 11. Left school at 16, 18; I worked nights at the castle. But then I stopped pulling pints and started pushing myself. I did things I never dreamed I would, overcame things I never thought I could. Sure, I was born in Carlisle, but I was MADE in the royal navy",,34,6,0
2017-11-17 16:33:08, Buff russian blondie opposite me in the geog section hit me up some time,,0,4,0
2019-12-08 16:45:59, I told my crush I'm not looking for a relationship or even just more friends as I'm really satisfied with what I have after they spent an entire day with me and have been making moves for weeks? I already knew I was an idiot but even this is a bit extreme for me.,,0,0,1
2020-01-07 10:40:16, THE AUDACITY. You're gonna sit there and tell me Shakira is not attractive?? With all that confidence???? HAVE YOU SEEN HIPS DON'T LIE????,,18,1,0
2018-12-30 20:04:55, Tag the sexiest History dept. female you know,,1,21,1
2018-08-29 06:06:22," To the girl that was crying on 3rd floor science library, I hope everything is fine. Sad to see a fellow student distraught x",,6,1,0
2020-01-06 03:41:59," Has anyone been to the combined university party at Ministry of sound, is it better or worse than the milkshake one?",,2,0,0
2019-02-09 20:03:08, When you're forced to make awkward small talk with your Zoo hookup,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/51484179_353955465208345_8752868600190074880_n.png?_nc_cat=106&_nc_ohc=3n7LguG3TqIAX_FZBQQ&_nc_ht=scontent-amt2-1.xx&oh=a8c8cee92323210cd3fb782d6e77cb20&oe=5E9C60EC,20,7,1
2020-01-13 07:54:16," ngl im korean and i feel weird from seeing all these kpop fans nowadays. When i was in secondary school, all the people knew about korea was gangnam style and kim jeong un with missiles.",,2,0,0
2018-05-12 16:22:35, Any calisthenics enthusiasts out there? If you're into calisthenics/street workout like this post so we can get group workouts going! Everyone is welcome!,,4,0,1
2020-01-08 15:56:06," Ur cute, boy in the leather jacket... Cya in chemistry class... Love you. So are you gonna ask for my number? Ur taking so long! Come on... just do it! A is the first initial... K is the last initial. So um yeah... hit me up?",,1,1,0
2019-11-18 11:47:48, Anyone else finding 2nd year really depressing? I never see my mates that I spent all of first year with. Take me back to halls man,,14,3,1
2019-02-23 15:02:10, Unexpected...,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/52546747_359968331273725_6795916491783929856_o.jpg?_nc_cat=101&_nc_ohc=AHF1jYZqPY8AX-y7824&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=76def27242051894a05d1c2188a1258b&oe=5ED78D15,7,0,1
2019-12-08 16:50:38, fuck there are some hot netball girls around - just wish I had the courage to actually speak to them😅,,2,7,1
2017-11-21 16:59:30," Sardine, will thou fondle me? Smooch me? Please, Gugli-tell-mi (!)",,2,2,0
2020-01-08 15:55:02, Two words Test. Cricket.,,42,13,0
2019-06-03 17:43:58," JF, Let us hit you with the shoes. The library isn't safe. You aren't safe. You can run. You can hide. But the shoes will find you. Left shoe and right shoe",https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/61635891_405932140010677_3088779405124698112_n.jpg?_nc_cat=107&_nc_ohc=XdKuYGGmX9sAX8AB_oG&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=23bbcd3805efc11185b602efb5e81dca&oe=5EA266D5,1,1,1
2017-12-04 16:38:23, LT1 yellow jumper in the third row Your 2 litre bottle makes me thirsty,,3,6,0
2018-05-20 21:31:48, #EmbarrassingConfession Welcome to heartbreak by Kanye West made me stop perusing a career in Investment Banking,,16,2,1
2020-01-07 10:41:54, vine walked so tiktok could run,,21,7,0
2018-03-21 13:43:40, CONGRATULATIONS TO ALL THE NEW DOCTORS TODAY!!!! 🎉🎉🎉🎉,,50,1,0
2018-12-13 15:55:08, Rankings for elite universities success at improving access for the most disadvantaged students. Oh dear.,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48362775_1805378939573662_1458986109684940800_n.jpg?_nc_cat=106&_nc_ohc=i-qw9iZVtPoAQnm-ZxhSHfXFeuGsZba8bK2OkvKJZCj8GVtsHGgTh4NHg&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=41afcee9f55c43242084990348fbfece&oe=5E90792A,8,0,0
2017-12-15 19:54:38," To DG, the third year economist, I want you to pump me the way you pump up those bulging biceps From your super horny secret admirer ;) PS. Forget the gym, cum get sweaty with me xo",,0,1,0
2020-01-05 04:45:37," Hi, I got a very low grade in one of my modules which has not really happened before, and I have many essays to do at the same time. I had never considered doing it before, but I am considering to pay for a writing essay service. Has any of you already used one? Do you know if they are reliable?",,0,2,0
2020-01-05 04:33:29, hello people of max rayne why are you so dead? why are you all so shit? smile a bit more. laugh a bit more. love a bit more. please start organising stuff and having fun. we've got such a nice common room and you guys dont know how to appreciate it. YOURE RUININ IT !!!!! from corridor B,,3,2,0
2019-03-19 20:23:10, check on ur friends because you have no idea what could be going on with them,,8,1,0
2019-11-24 22:37:07, 🐐,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/76998652_2361689897275894_6520951534442774528_o.jpg?_nc_cat=105&_nc_ohc=yDDGPD4nUasAQmmxybRJGStZ1dJy35yUJqknsT3mefQ4Fy7z_CP5LAlVA&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=fad026970f37866f904ada909b90aa65&oe=5E917EA8,673,90,0
2018-09-19 11:10:55," Please help, does anyone know how landlords check whether a flat has been professionally cleaned? Can we clean it ourselves?",,0,23,0
2017-12-17 06:13:22," Daniel from Information Management for Business, wanna manage MY business ;)))",,5,3,0
2017-12-14 15:05:06," AH, be mine. I think about you 25/8, 375. Some girls on our biochem course say you look like a drug addict, but they’re just haters. And jealous. And probably negging you. I like my men short, virgin and opinionated. You fit the bill. I love you - please let me be yours; I want nothing more than to be Mrs Hussaini. Your secret admirer x",,3,4,0
2019-12-08 16:46:03, Can I just say I fucking love this uni. I love how driven and ambitious people are. I love the intensity. I love how people find a balance between going out and studying. It moulds individuals who will be able to cope with the stress associated with jobs in the real world and keeping up relationships and social relations. I thought this post was necessary because a lot of people complain about LSE but in reality lots and lots of people think it’s an amazing uni.,,223,32,1
2019-03-18 17:17:16, @ibd_memes,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/53333149_1937389063039315_5229132045908705280_n.jpg?_nc_cat=108&_nc_ohc=qVaSgD_d8H0AQnTwKtMcI-yp8gB6pJew1uzsPRrH4tAmbmTb_l1wkCKrg&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=bb196fac6a726772f09ff397319d4a65&oe=5EA5E581,3,10,0
2017-12-10 13:30:35, I saw this girl in the Main Library on saturday. I fell in love with her instantly. Dunno her name but please super pretty girl from second floor return tomorrow!,,0,0,0
2018-12-04 21:32:57," Good morning JM, MR, TH is the love of my life",,1,0,1
2018-09-22 10:32:01, When she says she’s a Marxist,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/42301094_1698392430272314_8974645515761221632_n.jpg?_nc_cat=107&_nc_ohc=KUBfqlX-LzcAQkV7kCOPvmIlzjO5wEGEB_-8DSIJly2-6aTh9Tb5tggpw&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=a45bea8692538e2c7756f57e0f810e6c&oe=5ED71EA4,1,0,0
2017-12-15 19:54:09, Who's the second year medic who went to Roxy last night? (Thursday),,0,3,0
2019-03-11 17:36:29," LP (econ) Ask the girl you like out, Love, the girl who gets butterflies every time she sees you.",,0,0,1
2017-11-29 21:04:20," To the third year civil engineer with a taste for podcasting, your nervous smile makes my heart skip a beat",,7,5,0
2018-04-11 17:19:18, Sometimes I think that the cubicle in the men's on second floor is the only place I feel at peace,,1,0,1
2017-12-11 20:40:33," To the Asian girl doing biomedical science, I never had a chance to talk to. Just want to let you know that you are really cute and we should hang out some time.",,0,2,0
2019-05-02 17:41:11, Guy in Starbucks this evening... not straight (sorry for being judgemental) with a top saying “dickies”- thank you for brightening my day with the irony,,1,0,1
2018-12-07 12:16:54," RC, take me to your ''private members club'' 😉",,1,12,1
2019-03-19 20:22:38, Best picture of a three-way train crash I could find.,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/54256306_1939019466209608_4410519070361780224_o.png?_nc_cat=100&_nc_ohc=Dflq_2LqVHkAQl8hWOZophADwNIFqVECFeB1evCjLIJHyxR_s8Z_ik43A&_nc_ht=scontent-amt2-1.xx&oh=a6d49d1083c0594c85e09cb23f4e50cd&oe=5E9C630D,37,12,0
2019-11-24 22:24:21," Thursday 7:30pm: found this boat here, I love making these boats and this is the only other one I’ve ever found. Please identify urself if u made it ❤️ Ps I made a matching one",https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/75614051_2361669547277929_4223307695106555904_o.jpg?_nc_cat=102&_nc_ohc=UAkGQsMqqhkAQlcy577SwLEmcxdvbkP15D3H6918KSerCVkms1YebZhWg&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=cd329ebc17ece8cf3db6a72dd64649e0&oe=5EABC34B,0,1,0
2020-01-13 07:53:58, If anyone is going to/ has a spare ticket for the 1975 on 21st Feb plssss lmk or imma end up going alone and dying rip,,0,0,0
2018-03-19 16:00:38," To the guy in first year history who only printed out one copy of his essays. You seem cute, hope you’re coming to the history ball tonight, I’ll be the girl in the short red dress.",,2,3,0
2020-01-13 07:50:16," If anyone has an old ps3 they don’t care about, but cba to sell properly... comment below",,0,0,0
2018-12-30 20:06:19, King’s students trying to get into banking like. ig: @ibd_memes,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/49058240_335889747014917_3740780274158403584_n.jpg?_nc_cat=102&_nc_ohc=2JtzI1cWmWgAX9iDZBQ&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=ba6fa9d155e39fc69798c4d24a75a1ae&oe=5EDAD774,23,1,1
2017-12-16 12:30:32, To DG in corridor L Max Rayne last year. I want you to tell ME some gossip.,,0,2,0
2019-03-24 19:30:03, They know who they are,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/55604047_372163413387550_4345609418595893248_n.png?_nc_cat=103&_nc_ohc=8mSsXSbtYRIAX9VlwBt&_nc_ht=scontent-amt2-1.xx&oh=10e0851b656615b1e730d977f169f498&oe=5E8F6FF6,180,44,1
2019-02-23 12:42:14, LR You are by far the cutest Asian gal in LSE. Love Your Secret Admirer Xx,,1,2,1
2019-02-13 14:02:24, When you lose your keys after a night out in Zoo and have to ask your friend Jill for help,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/51818526_355593275044564_5394993924714528768_n.jpg?_nc_cat=110&_nc_ohc=LFrWVbKF2nYAX8SrliQ&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=603cd0f525fb6ec9cad87da6289ca8fb&oe=5EA918E5,7,2,1
2019-03-22 01:36:21, I feel attacked,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/54522239_1942078315903723_1215030189155680256_o.jpg?_nc_cat=100&_nc_ohc=hrXUA0tcT3AAQmBLuMbXv9JD41oiCtx-OM_MYOlrLfLydR57FJNepD0Kg&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=c5d0d55b725b6c86569aa05371282cd9&oe=5EDB0072,196,31,0
2017-12-01 17:37:21, The French girl in British history (Friday - 5pm) I’m in love with you. I just didn’t have the bottle to say anything,,0,2,0
2017-12-02 18:11:02," Roses are red, violets are blue, I'm in the lecture But on my mind only you My friends have all left me It's just neve, myself and I But you still make me carefree Like I'm up in the sky Whenever you're close My heart skips a beat… More It is you my love chose On you I won't cheat Roses are red, Violets are blue, Mario Kart Wii, Golden mushrooms for you xxx",,3,1,0
2020-01-07 10:40:52," I want a sugar daddy so badly, if anyone knows how to get any or is one please comment below!!!!! I'm fun to be with, be generous and share with the less fortunate :)",,5,10,0
2020-01-05 04:33:16, Tag all the single people below 👇👇👇 I need to know who to DM,,0,2,0
2018-08-26 15:19:57," This is getting out of hand, now there are two of them!",https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/40122567_1668278253283732_275301949065134080_n.jpg?_nc_cat=111&_nc_ohc=UjU9nXyxctsAQl-eEK9VN5i1LHO4gZT6b-pLyjDHw4b6bvk97rGiR4NYg&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=2524b3a5aa1bc81675c624d000a8f1a0&oe=5E943CA2,20,2,0
2019-09-29 20:11:19, UCL: *Bans smoking* Smokers:,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/71776981_2250647768380108_1315061124235788288_o.png?_nc_cat=109&_nc_ohc=wlnxqGgwiQ4AQmRSMCasOvEbdu-Eu0FU-tZBMaHkgkg3wHXMpOcLS3RkA&_nc_ht=scontent-amt2-1.xx&oh=96ef4ca1edf0ada70cabfd72cee01c0e&oe=5E9796E2,117,55,0
2019-03-06 15:48:56, Music Business Society Secretary's promotional emails are the only thing keeping me going these days,,4,1,1
2019-09-27 11:04:12, The worst part about Welcome Week is meeting an incredibly cute guy with a solid personality and realizing you’ve forgotten his name. I’m gonna need to find an excuse to go to Rosebery now.,,1,0,1
2017-11-20 19:31:35," Never could I tell a lie About my love for your Singlish. I love you, Laid. Kiss me, I'm Irish!",,1,0,0
2019-05-22 11:25:23, Relatable...,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/60933443_399620830641808_3498855327699304448_o.jpg?_nc_cat=106&_nc_ohc=oGXTt6CBQ9MAX9TIZtg&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=075818926d9a1a87dd84bb63d76b87b8&oe=5EA454BD,278,101,1
2019-09-29 20:13:24, Can we get some music in Phineas please? It's a bar not a parents evening venue cmon chief Turn the lights down while you're at it.,,39,2,0
2019-03-17 22:57:49, DEFINITIVE,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/54525185_1936375276474027_7158566848605192192_o.jpg?_nc_cat=101&_nc_ohc=Zl__L87B6UQAQmmmS9O01SBUljb-DPBlXRu241Drh2EnYpCKA4B8L4SCQ&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=85dbe016b03437f12ac45abaf1c1105d&oe=5EAB7DA0,14,64,0
2017-12-09 10:22:33," To the author of , I hear from the grapevine that 'j-ashworth' is off the market. -  xoxo",,3,3,0
2017-11-20 19:32:18," To the guy in a green hoodie at the 1st floor of the science library - saw how you stressed out about an open window & how you took a nap at one point rather than doing your work, hope you get done with whatever you have to do and meet the deadline!!",,3,1,0
2018-05-26 21:57:45," TRANSLATION: 'We regret that we messed up, and that some candidates will not get their easy 2.1 as anticipated. We are sorry for any anger or confusion, the questions not on the syllabus and the… More ones that had mistakes in them, may have caused, either during the exam or afterwards. We would to assure candidates that the Philosophy Department employs a rigorous procedure of binge drinking while writing the exam papers. Unfortunately for you, however, we don't care. We will do nothing about it and continue to make you think we take your education seriously.' Enjoy paying back your tuition fees biatchessss <3",https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/33619142_219758401961386_4277819428617322496_o.png?_nc_cat=102&_nc_ohc=Wo987jJMarIAX9Vtwdu&_nc_ht=scontent-amt2-1.xx&oh=61bfa387981bb197d0107128152f15ed&oe=5EA0CEC0,61,16,1
2018-06-07 23:23:09, 🤔,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/34671500_1549128008532091_659246380077809664_n.jpg?_nc_cat=104&_nc_ohc=-CWkfweS28EAQlcQFx-O3TzT6z6ViyaSzcWvsg0SNhEdhNvJriehTwF4w&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=a73f176c8f5eab9bf0f11da9ab2b4926&oe=5EACD642,39,3,0
2019-04-14 09:48:28, feel bad for first year pol students,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/56990387_381337002470191_5411718140818096128_n.png?_nc_cat=106&_nc_ohc=3Q4y6MFtn20AX-WUIw2&_nc_ht=scontent-amt2-1.xx&oh=6c2c4f53ef54c3b249339ab155f2dc00&oe=5EA0A007,114,26,1
2018-09-24 18:12:34,  Any tips on what sort of stuff to wear for the Back to School night in Freshers? - A clueless Fresher Hi Please wear this T-shirt.,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/42523632_297108144226411_3493803479791566848_n.jpg?_nc_cat=111&_nc_ohc=F9OKH5pGbJMAX9DvqRS&_nc_ht=scontent-amt2-1.xx&_nc_tp=12&oh=c8cccc218318019f476b29f8090d4e80&oe=5E9BDB43,65,15,1
2019-12-08 16:45:51," If you want to move out of halls / get someone to replace your contract, like this post!!! From a hermit at home",,0,0,1
